"id","p","ic","ty","cs","d","f","t","l","date","dl","r"
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","2","0","queuing traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","750","09-45-1532141136","225",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3820","09-45-1532141136","542","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-47-1532141257",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-47-1532141257",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-47-1532141257",NA,NA
"southeastasia_HD_ID_TTL292854312588834","106.611968-6.241527","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","360","09-47-1532141257","384",NA
"southeastasia_HD_ID_TTL292909713766455","106.66523-6.241846","6","3","0","stationary traffic","Kunciran","Jalan Jalur Sutera","340","09-47-1532141257","207",NA
"southeastasia_HD_ID_TTL292863546086439","106.611732-6.237029","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","450","09-47-1532141257","276",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","570","09-47-1532141257","206",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","queuing traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","360","09-47-1532141257","149",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3480","09-47-1532141257","494","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-49-1532141379",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-49-1532141379",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-49-1532141379",NA,NA
"southeastasia_HD_ID_TTL292854311910560","106.608924-6.248144","6","2","0","queuing traffic","Jalan Bojong Nangka","Jalan Gading Golf Boulevard","390","09-49-1532141379","148",NA
"southeastasia_HD_ID_TTL292863546086439","106.611732-6.237029","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","860","09-49-1532141379","673",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","570","09-49-1532141379","206",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","queuing traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","360","09-49-1532141379","149",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3650","09-49-1532141379","518","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-51-1532141500",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-51-1532141500",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-51-1532141500",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","610","09-51-1532141500","658",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","570","09-51-1532141500","206",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","queuing traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","360","09-51-1532141500","149",NA
"southeastasia_HD_ID_TTL292965116377738","106.667289-6.216634","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3820","09-51-1532141500","510","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-53-1532141622",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-53-1532141622",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-53-1532141622",NA,NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","09-53-1532141622","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","09-53-1532141622","272",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","2","0","queuing traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","360","09-53-1532141622","126",NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","610","09-53-1532141622","658",NA
"southeastasia_HD_ID_TTL292965116377738","106.667289-6.216634","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3920","09-53-1532141622","523","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-55-1532141743",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-55-1532141743",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-55-1532141743",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","09-55-1532141743","404",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","09-55-1532141743","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","09-55-1532141743","231",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","09-55-1532141743","212",NA
"southeastasia_HD_ID_TTL292965116377738","106.667289-6.216634","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","4030","09-55-1532141743","571","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-57-1532141865",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-57-1532141865",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-57-1532141865",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","09-57-1532141865","404",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","09-57-1532141865","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","09-57-1532141865","231",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","09-57-1532141865","212",NA
"southeastasia_HD_ID_TTL292965116377738","106.663926-6.217253","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","4180","09-57-1532141865","594","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","09-59-1532141987",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","09-59-1532141987",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","09-59-1532141987",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","09-59-1532141987","404",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","09-59-1532141987","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","09-59-1532141987","231",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","09-59-1532141987","212",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3650","09-59-1532141987","487","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","10-01-1532142109",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","10-01-1532142109",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","10-01-1532142109",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","10-01-1532142109","404",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","440","10-01-1532142109","268",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","10-01-1532142109","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","10-01-1532142109","231",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","10-01-1532142109","212",NA
"southeastasia_HD_ID_TTL292965116377738","106.674438-6.214702","6","3","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3210","10-01-1532142109","486","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","10-03-1532142230",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","10-03-1532142230",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","10-03-1532142230",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","10-03-1532142230","404",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","440","10-03-1532142230","268",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","10-03-1532142230","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","10-03-1532142230","272",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","10-03-1532142230","212",NA
"southeastasia_HD_ID_TTL292965116377738","106.675738-6.214335","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3060","10-03-1532142230","434","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","10-05-1532142352",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","10-05-1532142352",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","10-05-1532142352",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","10-05-1532142352","404",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Jalur Sutera","440","10-05-1532142352","268",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","10-05-1532142352","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","10-05-1532142352","327",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","10-05-1532142352","212",NA
"southeastasia_HD_ID_TTL292965116377738","106.670367-6.21583","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","3650","10-05-1532142352","487","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","10-07-1532142474",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","10-07-1532142474",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","10-07-1532142474",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","10-07-1532142474","404",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Alam Sutera Boulevard","950","10-07-1532142474","458",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","10-07-1532142474","171",NA
"southeastasia_HD_ID_TTL292891247411376","106.630208-6.225594","6","3","0","queuing traffic","Pakulonan Barat","Jalan Raya Serpong","640","10-07-1532142474","327",NA
"southeastasia_HD_ID_TTL292955881996832","106.69529-6.221303","6","3","0","stationary traffic","Jalan Kebayoran Utama","Jalan HOS Cokroaminoto","430","10-07-1532142474","212",NA
"southeastasia_HD_ID_TTL292965116377738","106.667289-6.216634","6","2","0","queuing traffic","Tangerang [18]","Karang Tengah [11]","4030","10-07-1532142474","536","AH2"
"southeastasia_HD_ID_TTR292863547814448","106.598453-6.206484","8","4","0","closed","Jalan Danau Singkarak / Jalan Kutai","Jalan Prabu Siliwangi","110","10-09-1532142596",NA,NA
"southeastasia_HD_ID_TTR292872781504064","106.605851-6.202756","8","4","0","closed","Jalan Dipatiunus / Jalan Pandawa","Jalan Prambanan Raya / Jalan Baja","90","10-09-1532142596",NA,NA
"southeastasia_HD_ID_TTR292909714432304","106.647538-6.22176","8","4","0","closed","Jalan Tol Jakarta - Tangerang / Jalan Rasuna Said","Jalan Jalur Sutera Boulevard","1040","10-09-1532142596",NA,NA
"southeastasia_HD_ID_TTL292863546086439","106.611851-6.239193","6","3","0","stationary traffic","Jalan Diponegoro / Jalan Imam Bonjol","Jalan Anggris Raya","850","10-09-1532142596","404",NA
"southeastasia_HD_ID_TTL292909713766455","106.665156-6.242736","6","3","0","stationary traffic","Jalan Graha Raya Bintaro Jaya / Jalan Dahlia Loka","Jalan Alam Sutera Boulevard","950","10-09-1532142596","458",NA
"southeastasia_HD_ID_TTL292872780172864","106.625296-6.23603","6","3","0","stationary traffic","Jalan Kelapa Gading Selatan / Jalan Kelapa Gading Barat","Jalan Danau Kelapa Dua Raya / Jalan Layar 3","230","10-09-1532142596","171",NA
